ITEM,SETOR,NUP,EMPRESA,VALOR,COMPETENCIA,CONTRATO,VENCIMENTO_CONTRATO,NOTA_PATRIMONIAL,PARCELA,ITEM_DESPESA,FONTE,NATUREZA_DE_DESPESA,RECURSO,P_A,NUMERO_EMPENHO,IMPOSTO_DE_RENDA,IMPOSTO_ISS,INSS,DATA_PAGAMENTO,VALOR_LIQUIDO,N_DA_LIQUIDAO,Unnamed_30
49,FARMACIA,24001.037312/2025-93,EMMARKA,309024.0,2025-05-01,OC,2026-04-07 00:00:00.000000000,776,836.0,1874,FAE,339030,PRODUÇÃO,85701,2025NE001205,,,,,,,
50,FARMACIA,24001.036216/2025-28,FRESENIUS,25000.0,2025-05-01,OC,2026-04-07 00:00:00.000000000,776,836.0,1874,FAE,339030,PRODUÇÃO,85927,2025NE001206,,,,,,,
51,FARMACIA,24001.036409/2025-89,NEWLIFE,99480.0,2025-05-01,OC,2026-04-10 00:00:00.000000000,776,826.0,1894,FAE,339030,PRODUÇÃO,PA DE RET(86627)86738,,,,,,,,
52,FARMACIA,24001.037467/2025-20,NEWLIFE,31300.0,2025-05-01,OC,2026-04-10 00:00:00.000000000,776,826.0,1894,FAE,339030,PRODUÇÃO,PA DE RET(86629)86735,,,,,,,,
53,INFORMATICA,24001.034371/2025-18,LEGACY DISTRIBUIDORA,1521.0,2025-05-01,OC,2026-04-22 00:00:00.000000000,975,77.0,1879,FAE,339030,Não Informado,,,,,,,,,
54,INFORMATICA,24001.034372/2025-54,LINKMARKET INFORMATICA,3404.0,2025-05-01,OC,2026-04-22 00:00:00.000000000,975,77.0,1879,FAE,339030,Não Informado,,,,,,,,,
55,INFORMATICA,24001.040474/2025-17,SIMPRESS,7098571.0,2025-04-01,1117/2023,2025-10-27 00:00:00.000000000,776,71.0,3082,FAE,339040,PRODUÇÃO,PA - 86773 ,,,,,,,,
56,INFORMATICA,24001.039553/2025-77,MGL,1143774.0,2024-04-01,1041/2022,2025-12-28 00:00:00.000000000,776,70.0,3082,FAE,339040,PRODUÇÃO,85514,2025NE001219,,,,,,,
57,INFORMATICA, 24001.019661/2025-23,MTD,6300.0,2025-05-01,OC,,776,72.0,3081,FAE,339040,PRODUÇÃO,85524,2025NE001260,,,,,,,
58,INFORMATICA,24001.039556/2025-19,OPENBASE,14973.0,2024-04-01,1645/2024,2025-12-05 00:00:00.000000000,776,69.0,1894,FAE,339040,PRODUÇÃO,85310,2025NE001212,,,,,,,
59,MANUTENÇÃO,24001.038254/2025-15,LOCMED,42000.0,2025-04-01,286/2024,2025-07-22 00:00:00.000000000,730,705.0,2163,FAE,339039,PORT-6.426,84423,2025NE001006,,,,,,,
60,MANUTENÇÃO,24001.035048/2025-53,DIOTEC,15180.0,2025-04-01,749/2024,2025-07-25 00:00:00.000000000,730,704.0,2156,FAE,339039,PORT 6.426,84573,2025NE001015,,,,,,,
61,MANUTENÇÃO,24001.036133/2025-39,GELAR,37375.0,2025-04-01,792/2020,2025-07-25 00:00:00.000000000,730,704.0,2156,FAE,339039,PORT-6.426,84336,2025NE001009,"R$ 1.794,00","R$ 1.868,75",XXX,2025-05-30 00:00:00,"R$ 33.712,25",2025NL001009,
62,MANUTENÇÃO,24001.035147/2025-35,EXCIMER,28507.0,2025-04-01,566/2022,2025-07-28 00:00:00.000000000,730,704.0,2156,FAE,339039,PORT-6.426,84424,2025NE001016,,,,,,,
63,MANUTENÇÃO,24001.036366/2025-31,MARIA NORMA,350896.0,2025-04-01,616/2019,2025-08-01 00:00:00.000000000,TESOURO,,Não Informado,Não Informado,Não Informado,Não Informado,,2025NE000952,"R$ 8.598,31",XXX,XXX,2025-05-26 00:00:00,"R$ 26.491,29",2025NL001099,
64,MANUTENÇÃO,24001.035153/2025-92,SOLUÇÃO MOVEIS,38930.0,2025-04-01,1116/2024,2025-08-01 00:00:00.000000000,730,704.0,2156,FAE,339039,PORT-6.426,84426,2025NE001018,,,,,,,
65,MANUTENÇÃO,24001.039134/2025-35,K G CONSTRUÇÕES,,2025-05-01,1400/2024,2025-10-07 00:00:00.000000000,EMPENHADO,,Não Informado,Não Informado,Não Informado,PRODUÇÃO,83973,2025NE000916,"R$ 1.182,00","R$ 4.925,04","R$ 5.417,54",2025-05-23 00:00:00,"R$ 86.976,21",2025NL001092,
66,MANUTENÇÃO,24001.036614/2025-44,LOCMED,8468.0,2025-04-01,1409/2024,2025-11-19 00:00:00.000000000,730,705.0,2163,FAE,339039,PORT-6.426,84422,2025NE001004,,,,,,,
67,MANUTENÇÃO,24001.036153/2025-18,IMX,7204.0,2025-04-01,69/2025,2026-02-07 00:00:00.000000000,730,704.0,2156,FAE,339039,PORT-6.426,84345,2025NE001011,"R$ 345,79",XXX,XXX,2025-05-30 00:00:00,"R$ 6.858,21",2025NL001159,
68,MANUTENÇÃO,24001.034865/2025-94,INCOMED,324669.0,2025-04-01,70/2021,2026-02-22 00:00:00.000000000,730,704.0,2156,FAE,339039,PORT 6.426,84932,2025NE001014,,,,,,,
69,MANUTENÇÃO,24001.030262/2025-13,PHASE TECH,419124.0,2025-04-01,59/2021,2026-03-09 00:00:00.000000000,730,706.0,2156,FAE,339039,PRODUÇÃO,85450,2025NE001057,,,,,,,
70,MANUTENÇÃO, 24001.037246/2025-51,PHASE TECH,419124.0,2025-04-01,59/2021,2026-03-09 00:00:00.000000000,730,706.0,2156,FAE,339039,PRODUÇÃO,86785,,,,,,,,
71,MANUTENÇÃO,24001.037298/2025-28,CR OXIGENIO,516749.0,2025-04-01,185/2022,2026-03-28 00:00:00.000000000,730,706.0,2156,FAE,339039,PORT 6.426,84540,2025NE001063,,,,,,,
72,MANUTENÇÃO,24001.076054/2024-80,ESPIROMETRO,10440.0,2025-05-01, M. PERMANENTE OC,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
73,MANUTENÇÃO,24001.075133/2024-73,F G COMERCIAL,32216.0,2025-05-01,M. PERMANENTE OC,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
74,MANUTENÇÃO,24001.072395/2024-86,HUNTER CINETIFICA,6750.0,2025-05-01,M. PERMANENTE OC,2025-06-02 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
75,MANUTENÇÃO,24001.075132/2024-29,PRONTIDAO,23250.0,2025-05-01,M. PERMANENTE OC,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
76,MANUTENÇÃO,24001.040823/2025-92,WHITE MARTINS,38296163.0,2025-01-01,1048/2024,2025-10-15 00:00:00.000000000,626,792.0,1869,FAE,339030,PRODUÇÃO,84127,2025NE000944,"R$ 919,11",XXX,XXX,2025-05-27 00:00:00,"R$ 382.042,52",2025NL001125,
77,NUTRIÇÃO,24001.035365/2025-70,FRESENIUS,60288.0,2025-05-01,OC,2025-07-29 00:00:00.000000000,758,822.0,1872,FAE,339030,Não Informado,,,,,,,,,
78,NUTRIÇÃO,24001.039032/2025-10,ISM,80438556.0,2025-04-01,776/2021,2025-09-02 00:00:00.000000000,730,803.0,1872,FAE,339030,PORT 6.426,84488,2025NE001053,"R$ 9.652,63",XXX,XXX,2025-06-02 00:00:00,"R$ 794.732,93",2025NL001182,
79,NUTRIÇÃO,24001.035418/2025-52,ART MEDICA,28008.0,2025-05-01,OC,2025-09-19 00:00:00.000000000,tesouro,815.0,1872,FAE,339030,PORT 6.426,84575,2025NE001091,,,,,,,
80,NUTRIÇÃO,24001.035394/2025-31,MARIA ADAGLENE,22428.0,2025-05-01,1551/2024,2025-11-13 00:00:00.000000000,730,823.0,1872,FAE,339030,Não Informado,,,,,,,,,
81,ROUPARIA, 24001.036122/2025-59,TECLAV,1163568.0,2025-04-01,899/2022,2025-12-14 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,PRODUÇÃO,87251,,,,,,,,
82,ROUPARIA,24001.036126/2025-37,TECLAV,45899469.0,2025-04-01,899/2022,2025-12-15 00:00:00.000000000,975,775.0,2223,FAE,339039,PRODUÇÃO,87276,,,,,,,,
83,SAME,24001.036179/2025-58,MRH,1817878.0,2025-04-01,944/2022,2025-12-21 00:00:00.000000000,730,707.0,2173,FAE,339030,PORT.6.426,84457,2025NE001056,,,,,,,
84,SEAGE,24001.036173/2025-81,LIMPTUDO,3015738.0,2025-04-01,1038/2023,2025-09-25 00:00:00.000000000,602,696.0,2141,TESOURO,339039,Não Informado,,2025NE000942,"R$ 1.447,55","R$ 1.507,87",XXX,2025-05-26 00:00:00,"R$ 27.201,96",2025NL001094,
85,SEAGE, 24001.039596/2025-52,CAMILA FRAGOSO,326500.0,2025-05-01,OC,2025-09-30 00:00:00.000000000,ARQUIVADO,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
86,SEAGE,24001.038924/2025-01,RIGOBERTO GADELHA,313215.0,2025-04-01,1123/2017,2025-11-11 00:00:00.000000000,730,712.0,2083,FAE,339036,PORT 6.426,84588,2025NE001027,,,,,,,
87,TRANSPORTE,24001.037710/2025-18,PRIME,9379674.0,2025-04-01,775/2024,2025-07-11 00:00:00.000000000,730,711.0,2229,FAE,339030,PORT-6.426,84420,2025NE001029,"R$ 1.320,00","R$ 1.542,33",XXX,2025-06-11 00:00:00,"R$ 90.934,41",2025NL001295,
88,TRANSPORTE,24001.037570/2025-70,UNI SOS,138900.0,2025-04-01,Não Informado,2025-08-07 00:00:00.000000000,730,710.0,2229,FAE,339030,PORT 6.426,84744,2025NE001032,,,,,,,
89,TRANSPORTE, 24001.037275/2025-13,AGATHA,1462922.0,2025-04-01,1188/2021,2025-12-16 00:00:00.000000000,730,709.0,2229,FAE,339030,PORT-6.426,84454,2025NE001033,,,,,,,
90,SEAGE,,LIMPIDA AGUA,130600.0,2025-05-01,OC,2025-09-30 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
91,MANUTENÇÃO,24001.040818/2025-80,M CARREGA,6750.0,2025-05-01,M. PERMANENTE OC,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
92,EXAMES,24001.041141/2025-05,COOPEND,10249304.0,2025-05-01,182/2025,,692,701.0,2192,FAE,339039,PORT-6.426,84388,2025NE000965,"R$ 1.537,40",XXX,XXX,03.06.0205,"R$ 100.955,64",2025NL001163,
93,MANUTENÇÃO,24001.041175/2025-91,WHITE MARTINS,37932382.0,2025-02-01,1048/2024,2025-10-15 00:00:00.000000000,730,802.0,1869,FAE,339039,Portaria 6.426,84310,2025NE000976,"R$ 910,38",XXX,XXX,2025-05-29 00:00:00,"R$ 378.413,44",2025NL001144,
94,MANUTENÇÃO,24001.041303/2025-05,GEETA,89000.0,2025-05-01,408/2025,2026-04-24 00:00:00.000000000,626,699.0,Não Informado,Não Informado,Não Informado,PRODUÇÃO,83715,2025NE000948,"R$ 1.335,00","R$ 4.450,00","R$ 9.790,00",2025-05-21 00:00:00,"R$ 73.425,00",2025NL001084,
95,CMMH,24001.041486/2025-51,AGF MEDICAL,1590.0,2025-05-01,OC,2026-01-06 00:00:00.000000000,776,831.0,1895,FAE,339030,PRODUÇÃO,87566,,,,,,,,
96,ALMOXARIFADO,24001.041832/2025-09,J.V. MAXIMUS,1064.0,2025-05-01,OC,2025-06-18 00:00:00.000000000,776,834.0,1882,FAE,339030,PRODUÇÃO,85976,2025NE001190,,,,,,,
97,EXAMES,24001.042591/2025-15,DNA,17880.0,2025-04-01,377/2024,2025-06-03 00:00:00.000000000,730,703.0,2192,FAE,339039,PORT 6.426,84484,2025NE001038,,,,,,,
98,MANUTENÇÃO,24001.042290/2025-83,WHITE MARTINS,38476754.0,2025-03-01,1048/2024,2025-10-15 00:00:00.000000000,730,806.0,1869,FAE,339030,PORT-6.426,84350,2025NE001048,"R$ 923,44",XXX,XXX,2025-05-30 00:00:00,"R$ 383.844,10",2025NL001160,
99,APLV,24001.040345/2025-11,ART MEDICA,59574528.0,,OC,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
100,EXAMES,24001.042780/2025-80,DNA,30000.0,2025-05-01,377/2024,2025-06-03 00:00:00.000000000,730,703.0,2192,FAE,339039,Não Informado,,,,,,,,,
101,ALMOXARIFADO,24001.042487/2025-12,PLENAMED,1260.0,2025-05-01,OC,2026-04-28 00:00:00.000000000,758,817.0,2875,FAE,339039,Não Informado,,,,,,,,,
102,EXAMES,24001.042783/2025-13,MENDELICS,20040.0,2025-05-01,384/2024,2025-06-03 00:00:00.000000000,730,703.0,2192,FAE,339039,Não Informado,,,,,,,,,
103,ALMOXARIFADO,24001.038754/2025-57,DELVALLE MATERIAS,6405.0,2025-05-01,OC,2025-11-04 00:00:00.000000000,776,827.0,1888,FAE,339030,Não Informado,,,,,,,,,
104,CMMH,24001.042733/2025-36,SURGICALLMED,60.0,2025-05-01,1454/2024,2025-11-02 00:00:00.000000000,758,818.0,1895,FAE,339039,Não Informado,,,,,,,,,
105,EXAMES,24001.040867/2025-12,CENTRO DE ESTOMATOLOGIA,2260.0,2025-04-01,726/2024,2025-06-06 00:00:00.000000000,730,703.0,2192,FAE,339039,PORT 6.426,84745,2025NE001051,,,,,,,
106,MANUTENÇÃO,24001.042916/2025-51,S & A COMERCIO,40450.0,2025-04-01,1036/2023,2025-09-25 00:00:00.000000000,795,738.0,2156,TESOURO,339039,Não Informado,,,,,,,,,
107,EXAMES,24001.040201/2025-64,COOPEND,13885712.0,2025-04-01,133/2025,,730,703.0,2192,FAE,339039,PORT 6.426,84537,2025NE001040,,,,,,,
108,EXAMES,24001.042455/2025-17,OMNIMAGEM,33063184.0,2025-04-01,1344/2023,2025-12-19 00:00:00.000000000,975,770.0,2192,FAE,339039,PRODUÇÃO,87154,,,,,,,,
109,EXAMES,24001.043068/2025-06,CENTRO DE ESTOMATOLOGIA,3580.0,2025-05-01,726/2024,2025-06-06 00:00:00.000000000,730,703.0,2192,FAE,339039,PRODUÇÃO,86150,2025NE001052,,,,,,,
110,MANUTENÇÃO,24001.041923/2025-36,K G CONSTRUÇÕES,17224873.0,2025-05-01,1400/2024,2025-10-07 00:00:00.000000000,776,725.0,2166,SUS,339039,Não Informado,,,,,,,,,
111,MANUTENÇÃO,24001.041922/2025-91,K G CONSTRUÇÕES,10873142.0,2025-05-01,1400/2024,2025-10-07 00:00:00.000000000,730,702.0,2166,FAE,339039,PORT 6.426,84623,2025NE000979,,,,,,,
112,MANUTENÇÃO,24001.041926/2025-70,K G CONSTRUÇÕES,11819959.0,2025-05-01,1400/2024,2025-10-07 00:00:00.000000000,730,702.0,2166,FAE,339039,PRODUÇÃO,85558,2025NE000982,,,,,,,
113,MANUTENÇÃO,24001.041925/2025-25,K G CONSTRUÇÕES,17552176.0,2025-05-01,1400/2024,2025-10-07 00:00:00.000000000,776,725.0,2166,SUS,339039,Não Informado,,,,,,,,,
114,MANUTENÇÃO,24001.041924/2025-81,K G CONSTRUÇÕES,7609858.0,2025-05-01,1400/2024,2025-10-07 00:00:00.000000000,730,702.0,2166,FAE,339039,PRODUÇÃO,85343,2025NE000980,,,,,,,
115,CMMH,24001.036680/2025-14,ENFERMED,3145.0,2025-05-01,OC,2025-12-22 00:00:00.000000000,714,798.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
116,EXAMES, 24001.043121/2025-61,DNA,1733518.0,2025-04-01,118/2022,2026-03-14 00:00:00.000000000,776,731.0,2192,SUS,339039,PRODUÇÃO,85327,2025NE001226,,,,,,,
117,EXAMES,24001.033777/2025-75,NUCLEO IMAGEM,67785.0,2025-03-01,669/2021,2025-09-10 00:00:00.000000000,776,736.0,2193,SUS,339039,PRODUÇÃO,85298,2025NE001218,,,,,,,
118,EXAMES,24001.042668/2025-49,NUCLEO IMAGEM,49255.0,2025-04-01,669/2021,2025-09-10 00:00:00.000000000,776,,Não Informado,Não Informado,Não Informado,PRODUÇÃO,85295,2025NE001264,,,,,,,
119,EXAMES,24001.042906/2025-16,GASPAR VIANA,357665.0,2025-04-01,1034/2021,2025-12-15 00:00:00.000000000,776,776.0,2192,SUS,339039,PRODUÇÃO,85410,2025NE001249,,,,,,,
120,EXAMES, 24001.043286/2025-32,GASPAR VIANA,1393.0,2025-04-01,1143/2019,2025-10-30 00:00:00.000000000,776,731.0,2192,SUS,339039,PRODUÇÃO,85531,2025NE001230,,,,,,,
121,MANUTENÇÃO,24001.029988/2025-11,Lifemed,58470.0,,183/2024,,730,,Não Informado,Não Informado,Não Informado,PORT 84691,84691,2025NE001095,,,,,,,
122,EXAMES,24001.043224/2025-21,GASPAR VIANA,959986.0,2025-04-01,122/2022,2026-03-14 00:00:00.000000000,776,776.0,2192,SUS,339039,PRODUÇÃO,85418,2025NE001239,,,,,,,
123,EXAMES,24001.043386/2025-69,GASPAR VIANA,740502.0,2025-04-01,516/2022,2025-07-27 00:00:00.000000000,776,776.0,2192,SUS,339039,PRODUÇÃO,85403,2025NE001254,,,,,,,
124,EXAMES,24001.043397/2025-49,GASPAR VIANA,707963.0,2025-04-01,402/2022,2025-07-05 00:00:00.000000000,776,776.0,2192,SUS,339039,PRODUÇÃO,85416,2025NE001232,,,,,,,
125,CMMH,24001.039983/2025-99,PRONTIDAO COMERCIO,16795.0,2025-05-01,OC,2026-05-08 00:00:00.000000000,758,818.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
126,EXAMES,24001.044121/2025-88,NUCLEO IMAGEM,11160.0,2025-01-01,523/2021,2026-06-24 00:00:00.000000000,730,720.0,2192,FAE,339039,PORT 6.426,84861,2025NE001117,,,,,,,
127,EXAMES,24001.044124/2025-11,NUCLEO IMAGEM,10440.0,2025-02-01,523/2021,2026-06-24 00:00:00.000000000,730,720.0,2192,FAE,339039,PORT 6.426,84822,2025NE001118,,,,,,,
128,EXAMES,24001.044129/2025-44,NUCLEO IMAGEM,10080.0,2025-03-01,523/2021,2026-06-24 00:00:00.000000000,730,720.0,2192,FAE,339039,PORT 6.426,84823,2025NE001119,,,,,,,
129,EXAMES,24001.044135/2025-00,1454/2024,9720.0,2025-04-01,523/2021,2026-06-24 00:00:00.000000000,730,720.0,2192,FAE,339039,PORT 6.426,84860,2025NE001120,,,,,,,
130,CMMH,24001.030091/2025-22,CEI COMERCIO,2875.0,2025-05-01,OC,,758,818.0,1895,TESOURO,339039,Não Informado,,,,,,,,,
131,EXAMES,24001.044726/2025-79,MFAB PONTE,12775.0,2025-04-01,742/2022,2025-10-10 00:00:00.000000000,270,719.0,2191,FAE,339039,PRODUÇÃO,85065,2025NE001101,,,,,,,
132,ALMOXARIFADO,24001.045847/2025-38,SUPERFIO,5872.0,2025-06-01,OC,2025-06-12 00:00:00.000000000,795,838.0,1895,FAE,339039,Não Informado,,,,,,,,,
133,Não Informado,,Não Informado,,,Não Informado,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
134,MANUTENÇÃO,24001.045085/2025-70,STARC,16762.0,2025-05-01,1120/2024,2025-08-01 00:00:00.000000000,776,734.0,2156,FAE,339039,PRODUÇÃO,85312,2025NE001221,,,,,,,
135,MANUTENÇÃO,24001.045070/2025-10,MACNOR,4900.0,2025-05-01,1247/2020,2025-11-11 00:00:00.000000000,758,723.0,2156,TESOURO,339039,Não Informado,,,,,,,,,
136,MANUTENÇÃO,24001.045053/2025-74,INCOMED,324669.0,2025-05-01,70/2021,2026-02-22 00:00:00.000000000,776,734.0,2156,FAE,339039,PRODUÇÃO,85448,2025NE001227,,,,,,,
137,EXAMES,24001.044475/2025-22,PRONTOCIRURGICO,6935.0,2025-04-01,1333/2024,2025-09-24 00:00:00.000000000,776,776.0,2192,SUS,339039,PRODUÇÃO,85294,2025NE001246,,,,,,,
138,MANUTENÇÃO,24001.045107/2025-00,CEGAS,1648218.0,2025-05-01,359/2023,2026-04-20 00:00:00.000000000,758,824.0,1869,TESOURO,339039,Não Informado,,,,,,,,,
139,MANUTENÇÃO,24001.045124/2025-39,DIOTEC,15180.0,2025-05-01,749/2024,2025-08-01 00:00:00.000000000,776,734.0,2156,FAE,339039,Não Informado,,,,,,,,,
140,NUTRIÇÃO,24001.041433/2025-30,MEDICAL CENTER,930375.0,2025-05-01,OC,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
141,SEAGE,24001.090115/2024-11,FRANCA PINTO,573.0,2025-06-01,OC,,758,819.0,1869,TESOURO,339039,Não Informado,,,,,,,,,
142,MANUTENÇÃO,24001.045266/2025-04,PROEL,183452.0,2025-05-01,1077/2020,2025-09-26 00:00:00.000000000,758,723.0,2156,TESOURO,339039,Não Informado,,,,,,,,,
143,MANUTENÇÃO,24001.045289/2025-19,PROEL,11250.0,2025-05-01,1005/2023,2025-09-19 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
144,EXAMES,24001.044381/2025-53,MARIA HELENA,14600.0,2025-04-01,61/2025,,776,776.0,2192,SUS,339039,PRODUÇÃO,85445,2025NE001235,,,,,,,
145,CMMH,24001.045352/2025-17,B BRAUN,211299.0,2025-06-01,1023/2024,2025-07-28 00:00:00.000000000,776,831.0,1895,FAE,339030,Não Informado,,,,,,,,,
146,CMMH,24001.045355/2025-42,MEDEFE,1365.0,2025-06-01,OC,2025-06-27 00:00:00.000000000,795,846.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
147,CMMH,24001.045502/2025-84,DISTRIBUIDORA MUNDIAL,324302.0,2025-06-01,1392/2024,2025-09-26 00:00:00.000000000,776,831.0,1895,FAE,339030,PRODUÇÃO,85705,2025NE001183,,,,,,,
148,CMMH,24001.045485/2025-85,SURGICALLMED,690.0,2025-06-01,1454/2024,2025-11-02 00:00:00.000000000,776,830.0,1895,FAE,339030,PRODUÇÃO,85697,2025NE001167,,,,,,,
149,MANUTENÇÃO,24001.045523/2025-08,TK ELEVADORES,500651.0,2025-05-01,1114/2024,,758,723.0,2156,TESOURO,339039,Não Informado,,,,,,,,,
150,CMMH,24001.045473/2025-51,SURGICALLMED,690.0,2025-06-01,1454/2024,2025-11-02 00:00:00.000000000,776,830.0,1895,FAE,339030,PRODUÇÃO,85754,2025NE001165,,,,,,,
151,CMMH,24001.045547/2025-59,SURGICALLMED,690.0,2025-06-01,1454/2024,2025-11-02 00:00:00.000000000,776,830.0,1895,FAE,339030,PRODUÇÃO,85696,2025NE001169,,,,,,,
152,ALMOXARIFADO,24001.045847/2025-38,SUPERFIO,5872.0,2025-06-01,OC,2025-06-12 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
153,CMMH,24001.045032/2025-59,MEDIMAC COMERCIO,700.0,2025-06-01,OC,2025-10-27 00:00:00.000000000,795,846.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
154,CMMH,24001.044962/2025-95,LM FARMA,487.0,2025-06-01,OC,2026-01-15 00:00:00.000000000,795,846.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
155,CMMH,24001.044916/2025-96,DISTRIBUIDORA MUNDIAL,31782.0,2025-06-01,OC,2026-01-15 00:00:00.000000000,795,846.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
156,CMMH,24001.045209/2025-17,RGN INSTRUMENTOS,699698.0,2025-06-01,OC,2026-01-16 00:00:00.000000000,795,846.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
157,CMMH,24001.042849/2025-75,LM FARMA,22701.0,2025-06-01,OC,2026-01-15 00:00:00.000000000,924,875.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
158,CMMH,24001.045225/2025-18,CIRURTECH COMERCIO,160442.0,2025-06-01,OC,2026-01-16 00:00:00.000000000,795,846.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
159,MANUTENÇÃO,24001.045868/2025-53,EXCIMER,28507.0,2025-05-01,566/2022,2025-07-29 00:00:00.000000000,776,734.0,2156,FAE,339039,PRODUÇÃO,85305,2025NE001225,,,,,,,
160,MANUTENÇÃO,24001.045865/2025-10,SERV IMAGEM,811416.0,2025-05-01,468/2019,2025-06-26 00:00:00.000000000,776,734.0,2156,FAE,339039,PRODUÇÃO,85449,2025NE001234,,,,,,,
161,CMMH,24001.045296/2025-11,BELIEVE FARMA,6218.0,2025-06-01,OC,2026-01-30 00:00:00.000000000,795,846.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
162,CMMH,24001.045268/2025-95,MAGNA INDUSTRIA,696.0,2025-06-01,OC,2026-01-30 00:00:00.000000000,795,846.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
163,CMMH,24001.044942/2025-14,LM FARMA,22701.0,2025-06-01,OC,2026-01-15 00:00:00.000000000,867,860.0,1895,FAE,339030,Não Informado,,,,,,,,,
164,ALMOXARIFADO,24001.045381/2025-71,NORCLEAN,4335.0,2025-06-01,OC,2026-02-04 00:00:00.000000000,795,848.0,1882,TESOURO,339030,Não Informado,,,,,,,,,
165,ALMOXARIFADO,24001.045380/2025-26,NORCLEAN,25389.0,2025-06-01,OC,2026-04-27 00:00:00.000000000,795,849.0,1882,TESOURO,339030,Não Informado,,,,,,,,,
166,NUTRIÇÃO,24001.045914/2025-14,TECNOVIDA COMERCIAL,2160.0,2025-06-01,OC,2025-09-03 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
167,ALMOXARIFADO,24001.045382/2025-15,ICLEANPRO,2804.0,2025-06-01,OC,2026-02-04 00:00:00.000000000,MAC 1052,903.0,1882,FAE,339030,Não Informado,,,,,,,,,
168,CMMH,24001.045387/2025-48,LAF MED,614125.0,2025-06-01,OC,2025-07-02 00:00:00.000000000,795,846.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
169,SAME,24001.046027/2025-63,MRH,1827397.0,2025-05-01,944/2022,2025-12-21 00:00:00.000000000,776,727.0,2173,FAE,339039,PRODUÇÃO,85538,2025NE001214,,,,,,,
170,MANUTENÇÃO, 24001.046288/2025-83,AMED,3900.0,2025-05-01,190/2025,2026-03-07 00:00:00.000000000,758,722.0,2156,TESOURO,339039,Não Informado,,,,,,,,,
171,MANUTENÇÃO,24001.046355/2025-60,AMED,13999.0,2025-05-01,69/2021,2026-02-18 00:00:00.000000000,758,722.0,2156,TESOURO,339039,Não Informado,,,,,,,,,
172,EXAMES,24001.046052/2025-47,FLEURY,33730.0,2025-04-01,378/2024,2025-07-01 00:00:00.000000000,776,731.0,2192,SUS,339039,PRODUÇÃO,85519,2025NE001250,,,,,,,
173,MANUTENÇÃO, 24001.046133/2025-47,LOCMED,42000.0,2025-05-01,286/2024,,776,728.0,2163,FAE,339039,PRODUÇÃO,85331,2025NE001213,,,,,,,
174,MANUTENÇÃO,24001.046143/2025-82,LOCMED,8508.0,2025-05-01,1409/2024,2025-11-19 00:00:00.000000000,776,728.0,2163,FAE,339039,PRODUÇÃO,85330,2025NE001216,,,,,,,
175,MANUTENÇÃO,24001.046164/2025-06,CR OXIGENIO,516749.0,2025-05-01,185/2022,2026-03-28 00:00:00.000000000,776,734.0,2156,FAE,339039,PRODUÇÃO,85732,2025NE001238,,,,,,,
176,MANUTENÇÃO,24001.046358/2025-01,GELAR,37375.0,2025-05-01,792/2020,2025-07-24 00:00:00.000000000,776,733.0,2156,FAE,339039,Não Informado,,,,,,,,,
177,CMMH,24001.045390/2025-61,NORDESTE CORDIS,1054128.0,2025-06-01,OC,2025-07-11 00:00:00.000000000,795,882.0,1895,FAE,39030,PRODUÇÃO,87558,,,,,,,,
178,CMMH,24001.046451/2025-16,ATAX MED,2010.0,2025-06-01,1467/2024,2025-11-01 00:00:00.000000000,776,831.0,1895,FAE,339030,PRODUÇÃO,86782,,,,,,,,
179,CMMH,24001.045385/2025-59,F G COMERCIAL,32925.0,2025-06-01,OC,2025-07-02 00:00:00.000000000,795,846.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
